path,bytes,status,purpose,deletion_advice
qwen3-decode-layer/deps_viewer.html,305359,tracked,可直接打开的逻辑依赖图网页。,技术上可从deps和名称映射重建；按当前交付要求保留。
qwen3-decode-layer/merged_swimlane.json,2790658,tracked,用于trace查看器的合并泳道展示数据，将采集整理为时间线事件。,可选删除；不影响算子执行，但失去现成时间线；需同步README/PROVENANCE并使用匹配工具重建。
qwen3-decode-layer/name_map.json,1714,tracked,callable/kernel ID到可读算子名称的映射。,保留；SVG及分析脚本直接读取，不能只删此文件。
qwen3-decode-layer/pypto-lib-operator/LICENSE,5262,tracked,该份源码/生成代码的上游许可证文本。,保留；随代码分发，不作为冗余文件清理。
qwen3-decode-layer/pypto-lib-operator/__pycache__/config.cpython-311.pyc,1754,local/ignored,Python导入生成的字节码缓存。,可清理；后续导入自动重建。
qwen3-decode-layer/pypto-lib-operator/__pycache__/constants.cpython-311.pyc,5313,local/ignored,Python导入生成的字节码缓存。,可清理；后续导入自动重建。
qwen3-decode-layer/pypto-lib-operator/__pycache__/decode_fwd.cpython-311.pyc,106700,local/ignored,Python导入生成的字节码缓存。,可清理；后续导入自动重建。
qwen3-decode-layer/pypto-lib-operator/__pycache__/paged_attention_pypto.cpython-311.pyc,33093,local/ignored,Python导入生成的字节码缓存。,可清理；后续导入自动重建。
qwen3-decode-layer/pypto-lib-operator/__pycache__/rms_lm_head.cpython-311.pyc,19024,local/ignored,Python导入生成的字节码缓存。,可清理；后续导入自动重建。
qwen3-decode-layer/pypto-lib-operator/__pycache__/run_benchmark.cpython-311.pyc,3541,local/ignored,Python导入生成的字节码缓存。,可清理；后续导入自动重建。
qwen3-decode-layer/pypto-lib-operator/config.py,1780,tracked,模型维度、batch及tiling常量；A/B配置不同，不可跨方案随意替换。,保留；当前Python导入/运行闭包组成部分，不能按默认图未执行直接删。
qwen3-decode-layer/pypto-lib-operator/constants.py,5170,tracked,Qwen模型规格与默认tiling数据结构，供config和attention模块导入。,保留；当前Python导入/运行闭包组成部分，不能按默认图未执行直接删。
qwen3-decode-layer/pypto-lib-operator/decode_fwd.py,105835,tracked,Qwen decode计算图、输入构造和Golden；同时保留上游多层/LM-head相关定义。,保留；当前Python导入/运行闭包组成部分，不能按默认图未执行直接删。
qwen3-decode-layer/pypto-lib-operator/golden/__init__.py,2161,tracked,导出run、规格和比较器等Golden接口。,保留；两个运行入口共同依赖。
qwen3-decode-layer/pypto-lib-operator/golden/__pycache__/__init__.cpython-311.pyc,2011,local/ignored,Python导入生成的字节码缓存。,可清理；后续导入自动重建。
qwen3-decode-layer/pypto-lib-operator/golden/__pycache__/runner.cpython-311.pyc,97398,local/ignored,Python导入生成的字节码缓存。,可清理；后续导入自动重建。
qwen3-decode-layer/pypto-lib-operator/golden/__pycache__/spec.cpython-311.pyc,20391,local/ignored,Python导入生成的字节码缓存。,可清理；后续导入自动重建。
qwen3-decode-layer/pypto-lib-operator/golden/__pycache__/validation.cpython-311.pyc,54569,local/ignored,Python导入生成的字节码缓存。,可清理；后续导入自动重建。
qwen3-decode-layer/pypto-lib-operator/golden/runner.py,73599,tracked,编译/replay、设备执行、输入保存/读取及Golden比较流程。,保留；两个运行入口共同依赖。
qwen3-decode-layer/pypto-lib-operator/golden/spec.py,17247,tracked,TensorSpec、输入初始化和测试数据描述。,保留；两个运行入口共同依赖。
qwen3-decode-layer/pypto-lib-operator/golden/validation.py,39091,tracked,数值误差比较器和校验结果定义。,保留；两个运行入口共同依赖。
qwen3-decode-layer/pypto-lib-operator/paged_attention_pypto.py,42233,tracked,原生PyPTO分页attention：Phase0预处理和mixed QK/softmax/PV计算。,保留；当前Python导入/运行闭包组成部分，不能按默认图未执行直接删。
qwen3-decode-layer/pypto-lib-operator/rms_lm_head.py,16416,tracked,最终RMSNorm/LM-head实现；默认单层不执行，但decode_fwd.py顶层直接导入，不能直接删除。,保留；当前Python导入/运行闭包组成部分，不能按默认图未执行直接删。
qwen3-decode-layer/pypto-lib-operator/run_benchmark.py,2365,tracked,命令行入口，构建输入、选择PyPTO编译或runtime_dir replay并执行Golden校验。,保留；当前Python导入/运行闭包组成部分，不能按默认图未执行直接删。
qwen3-decode-layer/simpler-operator/LICENSE,5262,tracked,该份源码/生成代码的上游许可证文本。,保留；随代码分发，不作为冗余文件清理。
qwen3-decode-layer/simpler-operator/__pycache__/kernel_config.cpython-311.pyc,17312,local/ignored,Python导入生成的字节码缓存。,可清理；后续导入自动重建。
qwen3-decode-layer/simpler-operator/cache/.binary_context.lock,0,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/binary_context.json,218,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_0_aiv_copy_hidden_a2a3.bin,616,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_10_aiv_attn_phase0_a2a3.bin,7396,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_11_aic_attn_swpipe_aic_a2a3.bin,4544,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_12_aiv_attn_swpipe_aiv_a2a3.bin,4736,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_13_aic_out_proj_a2a3.bin,1208,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_14_aic_out_proj_0_a2a3.bin,1188,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_15_aic_out_proj_1_a2a3.bin,1188,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_16_aic_out_proj_2_a2a3.bin,1188,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_17_aic_out_proj_3_a2a3.bin,1188,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_18_aic_out_proj_4_a2a3.bin,1188,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_19_aic_out_proj_5_a2a3.bin,1188,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_1_aiv_x_gamma0_a2a3.bin,2088,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_20_aic_out_proj_6_a2a3.bin,1188,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_21_aic_out_proj_7_a2a3.bin,1188,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_22_aic_out_proj_8_a2a3.bin,1188,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_23_aiv_residual_rms_cast_a2a3.bin,1528,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_24_aiv_residual_rms_cast_0_a2a3.bin,1572,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_25_aiv_residual_rms_cast_1_a2a3.bin,1580,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_26_aiv_residual_rms_cast_2_a2a3.bin,1580,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_27_aiv_residual_rms_cast_3_a2a3.bin,1572,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_28_aiv_post_rms_reduce_a2a3.bin,984,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_29_aic_gate_proj_a2a3.bin,1680,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_2_aiv_attn_out_seed_a2a3.bin,224,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_30_aic_up_proj_a2a3.bin,1680,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_31_aic_gate_proj_0_a2a3.bin,1704,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_32_aic_up_proj_0_a2a3.bin,1704,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_33_aic_gate_proj_1_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_34_aic_up_proj_1_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_35_aic_gate_proj_2_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_36_aic_up_proj_2_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_37_aic_gate_proj_3_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_38_aic_up_proj_3_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_39_aic_gate_proj_4_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_3_aiv_rms_recip_a2a3.bin,1240,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_40_aic_up_proj_4_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_41_aic_gate_proj_5_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_42_aic_up_proj_5_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_43_aic_gate_proj_6_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_44_aic_up_proj_6_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_45_aic_gate_proj_7_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_46_aic_up_proj_7_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_47_aic_gate_proj_8_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_48_aic_up_proj_8_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_49_aic_gate_proj_9_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_4_aiv_q_seed_a2a3.bin,620,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_50_aic_up_proj_9_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_51_aic_gate_proj_10_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_52_aic_up_proj_10_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_53_aic_gate_proj_11_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_54_aic_up_proj_11_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_55_aic_gate_proj_12_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_56_aic_up_proj_12_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_57_aic_gate_proj_13_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_58_aic_up_proj_13_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_59_aic_gate_proj_14_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_5_aic_q_proj_a2a3.bin,1764,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_60_aic_up_proj_14_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_61_aic_gate_proj_15_a2a3.bin,1704,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_62_aic_up_proj_15_a2a3.bin,1704,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_63_aiv_silu_a2a3.bin,1572,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_64_aic_down_proj_a2a3.bin,1724,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_65_aiv_dcr_xgamma_a2a3.bin,696,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_66_aiv_copy_out_a2a3.bin,568,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_6_aiv_kv_seed_a2a3.bin,408,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_7_aiv_mlp_out_seed_a2a3.bin,2748,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_8_aic_k_proj_a2a3.bin,1760,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/cache/incore_9_aic_v_proj_a2a3.bin,1760,local/ignored,Simpler本地编译二进制缓存/缓存上下文/锁文件。,停跑后可清理；会触发重新编译；运行中不删除锁。
qwen3-decode-layer/simpler-operator/compiled_meta.json,2869,tracked,PyPTO replay所需编译ABI元数据：参数顺序、shape、dtype和方向等。,保留；当前replay loader绑定ABI需要。
qwen3-decode-layer/simpler-operator/kernel_config.py,11968,tracked,运行时kernel ID、源文件、核类型、参数方向和orchestration入口注册表。,保留；所有注册源文件与此表配套。
qwen3-decode-layer/simpler-operator/kernels/aic/attn_swpipe_aic.cpp,143073,tracked,mixed分页attention的QK/PV矩阵计算。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/attn_swpipe_aic.o,239216,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/down_proj.cpp,21147,tracked,MLP Down投影。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/down_proj.o,132448,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj.cpp,20931,tracked,MLP Gate投影分组。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj.o,134104,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_0.cpp,21040,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_0.o,134368,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_1.cpp,21040,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_1.o,134448,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_10.cpp,21065,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_10.o,134456,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_11.cpp,21065,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_11.o,134456,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_12.cpp,21065,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_12.o,134456,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_13.cpp,21065,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_13.o,134456,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_14.cpp,21065,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_14.o,134456,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_15.cpp,21065,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_15.o,134360,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_2.cpp,21040,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_2.o,134448,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_3.cpp,21040,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_3.o,134448,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_4.cpp,21040,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_4.o,134448,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_5.cpp,21040,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_5.o,134448,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_6.cpp,21059,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_6.o,134456,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_7.cpp,21059,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_7.o,134456,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_8.cpp,21059,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_8.o,134456,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_9.cpp,21062,tracked,MLP Gate投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/gate_proj_9.o,134456,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/k_proj.cpp,21820,tracked,K投影矩阵乘。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/k_proj.o,133848,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj.cpp,25259,tracked,attention输出投影分组。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
